,company,job,location,count
227,Garage Bruno Muri AG,Automobil-Fachmann/-frau (Personenwagen) EFZ,Ruswil (LU),"
1 Lehrstelle(n)
"
228,Garage Zodiac,Automobil-Fachmann/-frau (Personenwagen) EFZ,Saxon (VS),"
1 Lehrstelle(n)
"
229,Brand Automobile AG,Automobil-Fachmann/-frau (Personenwagen) EFZ,Schattdorf (UR),"
1 Lehrstelle(n)
"
230,F. Wernli AG,Automobil-Fachmann/-frau (Personenwagen) EFZ,Schinznach Bad (AG),"
1 Lehrstelle(n)
"
231,Auto Niederhäuser AG,Automobil-Fachmann/-frau (Personenwagen) EFZ,Schmitten FR (FR),"
1 Lehrstelle(n)
"
232,Garage Julmy,Automobil-Fachmann/-frau (Personenwagen) EFZ,Schmitten FR (FR),"
1 Lehrstelle(n)
"
233,Garage Touring Ruppen GmbH,Automobil-Fachmann/-frau (Personenwagen) EFZ,St. Niklaus VS (VS),"
1 Lehrstelle(n)
"
234,STS-automobile GmbH,Automobil-Fachmann/-frau (Personenwagen) EFZ,St. Silvester (FR),"
1 Lehrstelle(n)
"
235,Biasco & Suppa Automobile GmbH,Automobil-Fachmann/-frau (Personenwagen) EFZ,Tobel (TG),"
1 Lehrstelle(n)
"
236,Garage de Carignan SA,Automobil-Fachmann/-frau (Personenwagen) EFZ,Vallon (FR),"
1 Lehrstelle(n)
"
237,Garage Müller AG,Automobil-Fachmann/-frau (Personenwagen) EFZ,Wolhusen (LU),"
1 Lehrstelle(n)
"
238,J. Windlin AG,Automobil-Mechatroniker/in (Nutzfahrzeuge) EFZ,Kriens (LU),"
1 Lehrstelle(n)
"
239,Hans Näf AG,Automobil-Mechatroniker/in (Nutzfahrzeuge) EFZ,Neukirch (Egnach) (TG),"
1 Lehrstelle(n)
"
240,Truck Center Valais AG,Automobil-Mechatroniker/in (Nutzfahrzeuge) EFZ,Salgesch (VS),"
1 Lehrstelle(n)
"
241,"Altherr Nutzfahrzeuge-AG, Nesslau, Zweigniederlassung Schaan",Automobil-Mechatroniker/in (Nutzfahrzeuge) EFZ,Schaan (FL),"
1 Lehrstelle(n)
"
242,Mesrew AG,Automobil-Mechatroniker/in (Nutzfahrzeuge) EFZ,Steg VS (VS),"
1 Lehrstelle(n)
"
243,Grund AG Fahrzeuge,Automobil-Mechatroniker/in (Nutzfahrzeuge) EFZ,Triengen (LU),"
1 Lehrstelle(n)
"
244,Garage Saurer SA,Automobil-Mechatroniker/in (Nutzfahrzeuge) EFZ,Visp (VS),"
1 Lehrstelle(n)
"
245,Garage-Carrosserie Burri,Automobil-Mechatroniker/in (Personenwagen) EFZ,Affeltrangen (TG),"
1 Lehrstelle(n)
"
246,Auto von Ah AG,Automobil-Mechatroniker/in (Personenwagen) EFZ,Alpnach Dorf (OW),"
1 Lehrstelle(n)
"
247,Auto-Center Durrer AG,Automobil-Mechatroniker/in (Personenwagen) EFZ,Alpnach Dorf (OW),"
1 Lehrstelle(n)
"
248,Automobile Diethelm AG,Automobil-Mechatroniker/in (Personenwagen) EFZ,Amriswil (TG),"
1 Lehrstelle(n)
"
249,Garage Gebr. Wyden AG,Automobil-Mechatroniker/in (Personenwagen) EFZ,Bellwald (VS),"
1 Lehrstelle(n)
"
250,Emil Frey AG Ebikon,Automobil-Mechatroniker/in (Personenwagen) EFZ,Ebikon (LU),"
1 Lehrstelle(n)
"
251,Auto Portmann GmbH,Automobil-Mechatroniker/in (Personenwagen) EFZ,Engelberg (OW),"
1 Lehrstelle(n)
"
252,Auto Gabriel AG,Automobil-Mechatroniker/in (Personenwagen) EFZ,Ennetbürgen (NW),"
1 Lehrstelle(n)
"
253,Garage Germann AG,Automobil-Mechatroniker/in (Personenwagen) EFZ,Frauenfeld (TG),"
1 Lehrstelle(n)
"
254,Bütikofer Automobile AG,Automobil-Mechatroniker/in (Personenwagen) EFZ,Gachnang (TG),"
1 Lehrstelle(n)
"
255,Garage & Carrosserie Bienz AG,Automobil-Mechatroniker/in (Personenwagen) EFZ,Giswil (OW),"
1 Lehrstelle(n)
"
256,Auto Ruckstuhl AG,Automobil-Mechatroniker/in (Personenwagen) EFZ,Kägiswil (OW),"
1 Lehrstelle(n)
"
257,Garage Hollandia AG,Automobil-Mechatroniker/in (Personenwagen) EFZ,Kippel (VS),"
1 Lehrstelle(n)
"
258,LUEG AG,Automobil-Mechatroniker/in (Personenwagen) EFZ,Luzern (LU),"
1 Lehrstelle(n)
"
259,Garage Claude Urfer SA,Automobil-Mechatroniker/in (Personenwagen) EFZ,Martigny (VS),"
1 Lehrstelle(n)
"
260,Garage Nanzer GmbH,Automobil-Mechatroniker/in (Personenwagen) EFZ,Münster VS (VS),"
1 Lehrstelle(n)
"
261,Kurt Kistler AG,Automobil-Mechatroniker/in (Personenwagen) EFZ,Niederurnen (GL),"
1 Lehrstelle(n)
"
262,AMAG Automobil und Motoren AG,Automobil-Mechatroniker/in (Personenwagen) EFZ,Oberkirch LU (LU),"
1 Lehrstelle(n)
"
263,Brand Automobile AG,Automobil-Mechatroniker/in (Personenwagen) EFZ,Schattdorf (UR),"
1 Lehrstelle(n)
"
264,F. Wernli AG,Automobil-Mechatroniker/in (Personenwagen) EFZ,Schinznach Bad (AG),"
1 Lehrstelle(n)
"
265,Auto Niederhäuser AG,Automobil-Mechatroniker/in (Personenwagen) EFZ,Schmitten FR (FR),"
1 Lehrstelle(n)
"
266,Gebrüder Pneu Edelmann GmbH,Automobil-Mechatroniker/in (Personenwagen) EFZ,Sitterdorf (TG),"
1 Lehrstelle(n)
"
267,Garage Touring Ruppen GmbH,Automobil-Mechatroniker/in (Personenwagen) EFZ,St. Niklaus VS (VS),"
1 Lehrstelle(n)
"
268,Auto Wyrsch,Automobil-Mechatroniker/in (Personenwagen) EFZ,Stans (NW),"
1 Lehrstelle(n)
"
269,Biasco & Suppa Automobile GmbH,Automobil-Mechatroniker/in (Personenwagen) EFZ,Tobel (TG),"
1 Lehrstelle(n)
"
270,J. Windlin AG,Automobil-Mechatroniker/in (Nutzfahrzeuge) EFZ,Kriens (LU),"
1 Lehrstelle(n)
"
271,Hans Näf AG,Automobil-Mechatroniker/in (Nutzfahrzeuge) EFZ,Neukirch (Egnach) (TG),"
1 Lehrstelle(n)
"
272,Truck Center Valais AG,Automobil-Mechatroniker/in (Nutzfahrzeuge) EFZ,Salgesch (VS),"
1 Lehrstelle(n)
"
273,"Altherr Nutzfahrzeuge-AG, Nesslau, Zweigniederlassung Schaan",Automobil-Mechatroniker/in (Nutzfahrzeuge) EFZ,Schaan (FL),"
1 Lehrstelle(n)
"
274,Mesrew AG,Automobil-Mechatroniker/in (Nutzfahrzeuge) EFZ,Steg VS (VS),"
1 Lehrstelle(n)
"
275,Grund AG Fahrzeuge,Automobil-Mechatroniker/in (Nutzfahrzeuge) EFZ,Triengen (LU),"
1 Lehrstelle(n)
"
276,Garage Saurer SA,Automobil-Mechatroniker/in (Nutzfahrzeuge) EFZ,Visp (VS),"
1 Lehrstelle(n)
"
277,Garage-Carrosserie Burri,Automobil-Mechatroniker/in (Personenwagen) EFZ,Affeltrangen (TG),"
1 Lehrstelle(n)
"
278,Auto von Ah AG,Automobil-Mechatroniker/in (Personenwagen) EFZ,Alpnach Dorf (OW),"
1 Lehrstelle(n)
"
279,Auto-Center Durrer AG,Automobil-Mechatroniker/in (Personenwagen) EFZ,Alpnach Dorf (OW),"
1 Lehrstelle(n)
"
280,Automobile Diethelm AG,Automobil-Mechatroniker/in (Personenwagen) EFZ,Amriswil (TG),"
1 Lehrstelle(n)
"
281,Garage Gebr. Wyden AG,Automobil-Mechatroniker/in (Personenwagen) EFZ,Bellwald (VS),"
1 Lehrstelle(n)
"
282,Emil Frey AG Ebikon,Automobil-Mechatroniker/in (Personenwagen) EFZ,Ebikon (LU),"
1 Lehrstelle(n)
"
283,Auto Portmann GmbH,Automobil-Mechatroniker/in (Personenwagen) EFZ,Engelberg (OW),"
1 Lehrstelle(n)
"
284,Auto Gabriel AG,Automobil-Mechatroniker/in (Personenwagen) EFZ,Ennetbürgen (NW),"
1 Lehrstelle(n)
"
285,Garage Germann AG,Automobil-Mechatroniker/in (Personenwagen) EFZ,Frauenfeld (TG),"
1 Lehrstelle(n)
"
286,Bütikofer Automobile AG,Automobil-Mechatroniker/in (Personenwagen) EFZ,Gachnang (TG),"
1 Lehrstelle(n)
"
287,Garage & Carrosserie Bienz AG,Automobil-Mechatroniker/in (Personenwagen) EFZ,Giswil (OW),"
1 Lehrstelle(n)
"
288,Auto Ruckstuhl AG,Automobil-Mechatroniker/in (Personenwagen) EFZ,Kägiswil (OW),"
1 Lehrstelle(n)
"
289,Garage Hollandia AG,Automobil-Mechatroniker/in (Personenwagen) EFZ,Kippel (VS),"
1 Lehrstelle(n)
"
290,LUEG AG,Automobil-Mechatroniker/in (Personenwagen) EFZ,Luzern (LU),"
1 Lehrstelle(n)
"
291,Garage Claude Urfer SA,Automobil-Mechatroniker/in (Personenwagen) EFZ,Martigny (VS),"
1 Lehrstelle(n)
"
292,Garage Nanzer GmbH,Automobil-Mechatroniker/in (Personenwagen) EFZ,Münster VS (VS),"
1 Lehrstelle(n)
"
293,Kurt Kistler AG,Automobil-Mechatroniker/in (Personenwagen) EFZ,Niederurnen (GL),"
1 Lehrstelle(n)
"
294,AMAG Automobil und Motoren AG,Automobil-Mechatroniker/in (Personenwagen) EFZ,Oberkirch LU (LU),"
1 Lehrstelle(n)
"
295,Brand Automobile AG,Automobil-Mechatroniker/in (Personenwagen) EFZ,Schattdorf (UR),"
1 Lehrstelle(n)
"
296,F. Wernli AG,Automobil-Mechatroniker/in (Personenwagen) EFZ,Schinznach Bad (AG),"
1 Lehrstelle(n)
"
297,Auto Niederhäuser AG,Automobil-Mechatroniker/in (Personenwagen) EFZ,Schmitten FR (FR),"
1 Lehrstelle(n)
"
298,Gebrüder Pneu Edelmann GmbH,Automobil-Mechatroniker/in (Personenwagen) EFZ,Sitterdorf (TG),"
1 Lehrstelle(n)
"
299,Garage Touring Ruppen GmbH,Automobil-Mechatroniker/in (Personenwagen) EFZ,St. Niklaus VS (VS),"
1 Lehrstelle(n)
"
300,Auto Wyrsch,Automobil-Mechatroniker/in (Personenwagen) EFZ,Stans (NW),"
1 Lehrstelle(n)
"
301,Biasco & Suppa Automobile GmbH,Automobil-Mechatroniker/in (Personenwagen) EFZ,Tobel (TG),"
1 Lehrstelle(n)
"
302,Café-Konditorei Rüedi AG,Bäcker/in-Konditor/in-Confiseur/in EBA,Aadorf (TG),"
1 Lehrstelle(n)
"
303,Bäckerei Konditorei Hackebeil,Bäcker/in-Konditor/in-Confiseur/in EBA,Arbon (TG),"
1 Lehrstelle(n)
"
304,Café-Bäckerei Imwinkelried AG,Bäcker/in-Konditor/in-Confiseur/in EBA,Fiesch (VS),"
1 Lehrstelle(n)
"
305,Feinbäckerei Röthlin AG,Bäcker/in-Konditor/in-Confiseur/in EBA,Kerns (OW),"
1 Lehrstelle(n)
"
306,R. Hänggi AG Bäckerei-Konditorei,Bäcker/in-Konditor/in-Confiseur/in EBA,Rothenburg (LU),"
2 Lehrstelle(n)
"
307,Willi Beck AG,Bäcker/in-Konditor/in-Confiseur/in EBA,Sempach (LU),"
1 Lehrstelle(n)
"
308,Bäckerei-Konditorei Büeler,Bäcker/in-Konditor/in-Confiseur/in EBA,Steinen (SZ),"
1 Lehrstelle(n)
"
309,Bäckerei-Konditorei Stocker,Bäcker/in-Konditor/in-Confiseur/in EBA,Sursee (LU),"
1 Lehrstelle(n)
"
310,kreisel-beck,Bäcker/in-Konditor/in-Confiseur/in EBA,Wolhusen (LU),"
1 Lehrstelle(n)
"
311,Beck Arnet GmbH,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Baden (AG),"
1 Lehrstelle(n)
"
312,Kilian Fischer,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Beromünster (LU),"
1 Lehrstelle(n)
"
313,Jost-Egge GmbH,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Bösingen (FR),"
1 Lehrstelle(n)
"
314,Monsieur Blanc Sàrl,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Bulle (FR),"
1 Lehrstelle(n)
"
315,brot & co. gmbh,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Buttisholz (LU),"
1 Lehrstelle(n)
"
316,Boulangerie Pâtisserie du Parc R.C. Audergon,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Charmey (Gruyère) (FR),"
1 Lehrstelle(n)
"
317,Bäckerei Allenspach GmbH,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Dussnang (TG),"
1 Lehrstelle(n)
"
318,Beck Koch AG,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Emmenbrücke (LU),"
1 Lehrstelle(n)
"
319,Café-Bäckerei Imwinkelried AG,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Fiesch (VS),"
1 Lehrstelle(n)
"
320,Feinbäckerei Röthlin AG,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Kerns (OW),"
1 Lehrstelle(n)
"
321,Bäckerei-Konditorei zur Sonne,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Leuggern (AG),"
2 Lehrstelle(n)
"
322,MSB Boulangerie Sàrl,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Lutry (VD),"
1 Lehrstelle(n)
"
323,Conditorei Schelbert AG,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Muotathal (SZ),"
1 Lehrstelle(n)
"
324,Bäckerei-Konditorei Frei AG,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Nussbaumen AG (AG),"
1 Lehrstelle(n)
"
325,Bäckerei Konditorei Confiserie Haas,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Oberlunkhofen (AG),"
1 Lehrstelle(n)
"
326,Bäckerei-Konditorei Huber,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Oberwil-Lieli (AG),"
1 Lehrstelle(n)
"
327,Boulangerie Brasil Sàrl,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Payerne (VD),"
1 Lehrstelle(n)
"
328,Boulangerie-pâtisserie Didier Fuchs,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Renens VD (VD),"
1 Lehrstelle(n)
"
329,Bäckerei-Konditorei Stähli Simon,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Ried b. Kerzers (FR),"
1 Lehrstelle(n)
"
330,Boulangerie Didier Ecoffey,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Romont FR (FR),"
1 Lehrstelle(n)
"
331,Bäckerei-Konditorei Lehmann AG,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Schinznach Dorf (AG),"
1 Lehrstelle(n)
"
332,Willi Beck AG,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Sempach (LU),"
3 Lehrstelle(n)
"
333,Klosterbäckerei GmbH,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,St. Urban (LU),"
1 Lehrstelle(n)
"
334,Beck Berwert,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Stalden (Sarnen) (OW),"
1 Lehrstelle(n)
"
335,Kreuzbäckerei AG,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Stans (NW),"
1 Lehrstelle(n)
"
336,Boulangerie La Gourmandine,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Ste-Croix (VD),"
1 Lehrstelle(n)
"
337,Bäckerei-Konditorei Büeler,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Steinen (SZ),"
1 Lehrstelle(n)
"
338,Café Koller AG,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Sursee (LU),"
1 Lehrstelle(n)
"
339,Bäckerei Mathieu,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Susten (VS),"
1 Lehrstelle(n)
"
340,Schieler Bäckerei AG,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Tafers (FR),"
2 Lehrstelle(n)
"
341,Hunger AG,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Triengen (LU),"
1 Lehrstelle(n)
"
342,Bäckerei-Konditorei Stutz GmbH,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Unterlunkhofen (AG),"
1 Lehrstelle(n)
"
343,Bäckerei-Confiserie Richner AG,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Veltheim AG (AG),"
1 Lehrstelle(n)
"
344,Nafzger GmbH,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Wängi (TG),"
1 Lehrstelle(n)
"
345,Bäckerei-Konditorei-Café Gut,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Willisau (LU),"
1 Lehrstelle(n)
"
346,Gut's Genuss GmbH,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Wolfenschiessen (NW),"
1 Lehrstelle(n)
"
347,kreisel-beck,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Wolhusen (LU),"
1 Lehrstelle(n)
"
348,KGB Lauria Sàrl,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Yvonand (VD),"
1 Lehrstelle(n)
"
349,Bäckerei Fuchs AG,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Zermatt (VS),"
1 Lehrstelle(n)
"
350,Confiserie Hedinger SA,Bäcker/in-Konditor/in-Confiseur/in (Konditorei-Confiserie) EFZ,Aigle (VD),"
1 Lehrstelle(n)
"
351,"Le Duo Créatif,",Bäcker/in-Konditor/in-Confiseur/in (Konditorei-Confiserie) EFZ,La Tour-de-Peilz (VD),"
2 Lehrstelle(n)
"
352,"Confiserie-Pâtisserie ""Chez Rado""",Bäcker/in-Konditor/in-Confiseur/in (Konditorei-Confiserie) EFZ,Lausanne (VD),"
1 Lehrstelle(n)
"
353,Bäckerei-Konditorei zur Sonne,Bäcker/in-Konditor/in-Confiseur/in (Konditorei-Confiserie) EFZ,Leuggern (AG),"
1 Lehrstelle(n)
"
354,Boutique à pain Buntschu SA,Bäcker/in-Konditor/in-Confiseur/in (Konditorei-Confiserie) EFZ,Leysin (VD),"
1 Lehrstelle(n)
"
355,Art-Confiserie Kurmann GmbH,Bäcker/in-Konditor/in-Confiseur/in (Konditorei-Confiserie) EFZ,Luzern (LU),"
1 Lehrstelle(n)
"
356,Conditorei Schelbert AG,Bäcker/in-Konditor/in-Confiseur/in (Konditorei-Confiserie) EFZ,Muotathal (SZ),"
1 Lehrstelle(n)
"
357,Confiserie Monnier AG,Bäcker/in-Konditor/in-Confiseur/in (Konditorei-Confiserie) EFZ,Murten (FR),"
2 Lehrstelle(n)
"
358,Aeschbach Chocolatier AG,Bäcker/in-Konditor/in-Confiseur/in (Konditorei-Confiserie) EFZ,Root (LU),"
1 Lehrstelle(n)
"
359,Willi Beck AG,Bäcker/in-Konditor/in-Confiseur/in (Konditorei-Confiserie) EFZ,Sempach (LU),"
1 Lehrstelle(n)
"
360,Bäckerei-Confiserie Richner AG,Bäcker/in-Konditor/in-Confiseur/in (Konditorei-Confiserie) EFZ,Veltheim AG (AG),"
1 Lehrstelle(n)
"
361,Pâtisserie de la Poste,Bäcker/in-Konditor/in-Confiseur/in (Konditorei-Confiserie) EFZ,Verbier (VS),"
1 Lehrstelle(n)
"
362,Beck Arnet GmbH,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Baden (AG),"
1 Lehrstelle(n)
"
363,Kilian Fischer,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Beromünster (LU),"
1 Lehrstelle(n)
"
364,Jost-Egge GmbH,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Bösingen (FR),"
1 Lehrstelle(n)
"
365,Monsieur Blanc Sàrl,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Bulle (FR),"
1 Lehrstelle(n)
"
366,brot & co. gmbh,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Buttisholz (LU),"
1 Lehrstelle(n)
"
367,Boulangerie Pâtisserie du Parc R.C. Audergon,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Charmey (Gruyère) (FR),"
1 Lehrstelle(n)
"
368,Bäckerei Allenspach GmbH,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Dussnang (TG),"
1 Lehrstelle(n)
"
369,Beck Koch AG,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Emmenbrücke (LU),"
1 Lehrstelle(n)
"
370,Café-Bäckerei Imwinkelried AG,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Fiesch (VS),"
1 Lehrstelle(n)
"
371,Feinbäckerei Röthlin AG,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Kerns (OW),"
1 Lehrstelle(n)
"
372,Bäckerei-Konditorei zur Sonne,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Leuggern (AG),"
2 Lehrstelle(n)
"
373,MSB Boulangerie Sàrl,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Lutry (VD),"
1 Lehrstelle(n)
"
374,Conditorei Schelbert AG,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Muotathal (SZ),"
1 Lehrstelle(n)
"
375,Bäckerei-Konditorei Frei AG,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Nussbaumen AG (AG),"
1 Lehrstelle(n)
"
376,Bäckerei Konditorei Confiserie Haas,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Oberlunkhofen (AG),"
1 Lehrstelle(n)
"
377,Bäckerei-Konditorei Huber,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Oberwil-Lieli (AG),"
1 Lehrstelle(n)
"
378,Boulangerie Brasil Sàrl,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Payerne (VD),"
1 Lehrstelle(n)
"
379,Boulangerie-pâtisserie Didier Fuchs,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Renens VD (VD),"
1 Lehrstelle(n)
"
380,Bäckerei-Konditorei Stähli Simon,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Ried b. Kerzers (FR),"
1 Lehrstelle(n)
"
381,Boulangerie Didier Ecoffey,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Romont FR (FR),"
1 Lehrstelle(n)
"
382,Bäckerei-Konditorei Lehmann AG,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Schinznach Dorf (AG),"
1 Lehrstelle(n)
"
383,Willi Beck AG,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Sempach (LU),"
3 Lehrstelle(n)
"
384,Klosterbäckerei GmbH,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,St. Urban (LU),"
1 Lehrstelle(n)
"
385,Beck Berwert,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Stalden (Sarnen) (OW),"
1 Lehrstelle(n)
"
386,Kreuzbäckerei AG,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Stans (NW),"
1 Lehrstelle(n)
"
387,Boulangerie La Gourmandine,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Ste-Croix (VD),"
1 Lehrstelle(n)
"
388,Bäckerei-Konditorei Büeler,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Steinen (SZ),"
1 Lehrstelle(n)
"
389,Café Koller AG,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Sursee (LU),"
1 Lehrstelle(n)
"
390,Bäckerei Mathieu,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Susten (VS),"
1 Lehrstelle(n)
"
391,Schieler Bäckerei AG,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Tafers (FR),"
2 Lehrstelle(n)
"
392,Hunger AG,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Triengen (LU),"
1 Lehrstelle(n)
"
393,Bäckerei-Konditorei Stutz GmbH,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Unterlunkhofen (AG),"
1 Lehrstelle(n)
"
394,Bäckerei-Confiserie Richner AG,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Veltheim AG (AG),"
1 Lehrstelle(n)
"
395,Nafzger GmbH,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Wängi (TG),"
1 Lehrstelle(n)
"
396,Bäckerei-Konditorei-Café Gut,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Willisau (LU),"
1 Lehrstelle(n)
"
397,Gut's Genuss GmbH,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Wolfenschiessen (NW),"
1 Lehrstelle(n)
"
398,kreisel-beck,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Wolhusen (LU),"
1 Lehrstelle(n)
"
399,KGB Lauria Sàrl,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Yvonand (VD),"
1 Lehrstelle(n)
"
400,Bäckerei Fuchs AG,Bäcker/in-Konditor/in-Confiseur/in (Bäckerei-Konditorei) EFZ,Zermatt (VS),"
1 Lehrstelle(n)
"
401,Confiserie Hedinger SA,Bäcker/in-Konditor/in-Confiseur/in (Konditorei-Confiserie) EFZ,Aigle (VD),"
1 Lehrstelle(n)
"
402,"Le Duo Créatif,",Bäcker/in-Konditor/in-Confiseur/in (Konditorei-Confiserie) EFZ,La Tour-de-Peilz (VD),"
2 Lehrstelle(n)
"
403,"Confiserie-Pâtisserie ""Chez Rado""",Bäcker/in-Konditor/in-Confiseur/in (Konditorei-Confiserie) EFZ,Lausanne (VD),"
1 Lehrstelle(n)
"
404,Bäckerei-Konditorei zur Sonne,Bäcker/in-Konditor/in-Confiseur/in (Konditorei-Confiserie) EFZ,Leuggern (AG),"
1 Lehrstelle(n)
"
405,Boutique à pain Buntschu SA,Bäcker/in-Konditor/in-Confiseur/in (Konditorei-Confiserie) EFZ,Leysin (VD),"
1 Lehrstelle(n)
"
406,Art-Confiserie Kurmann GmbH,Bäcker/in-Konditor/in-Confiseur/in (Konditorei-Confiserie) EFZ,Luzern (LU),"
1 Lehrstelle(n)
"
